pollId,oldWinner,newWinner,sameWinner,optionId,optionValue,roundsOld,roundsNew,firstChoiceOld,firstChoiceNew,transferOld,transferNew,optionIsWinnerOld,optionIsWinnerNew,optionWasEliminatedOld,optionWasEliminatedNew,numVotersOld,numVotersNew,totalMkrParticipationOld,totalMkrParticipationNew
835,2,2,true,0,Abstain,3,1,23451.146872189952971606,9005.060242,0,0,false,false,false,false,56,56,103895.518082377238602329,89449.431452187285630723
835,2,2,true,1,Positive (Greater than 5%),3,1,17649.001445318250044449,17649.001445318250044449,0,0,false,false,false,false,56,56,103895.518082377238602329,89449.431452187285630723
835,2,2,true,2,Break-even (Plus-minus 5%),3,1,51514.123258150687276893,51514.123258150687276893,10281.053744168954321368,0,true,true,false,false,56,56,103895.518082377238602329,89449.431452187285630723
835,2,2,true,3,Negative (Minimum 3 years runway at any time),3,1,11281.181234077232230768,11281.181234077232230768,-10281.053744168954321368,0,false,false,true,false,56,56,103895.518082377238602329,89449.431452187285630723
835,2,2,true,4,No change,3,1,0.065272641116078613,0.065272641116078613,0,0,false,false,true,false,56,56,103895.518082377238602329,89449.431452187285630723
814,4,4,true,0,Abstain,9,9,3105.736045226055301586,0.01,-0.01,-0.01,false,false,true,true,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,1,Flapper Distributor,9,9,0.380296719481687048,0.380296719481687048,0,0,false,false,true,true,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,2,Sagittarius Engine,9,9,15721.77594331009124522,15721.77594331009124522,-15721.653118885908276671,-15721.653118885908276671,false,false,true,true,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,3,Collateral Onboarding,9,9,13083.631260763134489065,13083.631260763134489065,-13083.442272506880050495,-13083.442272506880050495,false,false,true,true,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,4,Compound D3M,9,9,57031.683414810465254764,57031.683414810465254764,15721.653118885908276671,15721.653118885908276671,true,true,false,false,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,5,Term Lending Module (TLM),9,9,9013.322682899857930893,9013.322682899857930893,-9013.174720887174111335,-9013.174720887174111335,false,false,true,true,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,6,Maker Teleport,9,9,16188.072236435494795545,16188.072236435494795545,22096.624658552383156603,22096.624658552383156603,false,false,false,false,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,7,DssKiln,9,9,0.01,0.01,0,0,false,false,true,true,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,8,DssSnog,9,9,,,,,,,,,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,9,DssGate,9,9,,,,,,,,,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,10,Target Price Adjustment Module (Vox),9,9,20745.158198303748032147,20745.158198303748032147,0.002334841671005227,0.002334841671005227,false,false,false,false,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,11,ESM Simulations,9,9,0.02216181530463605,0.02216181530463605,0,0,false,false,true,true,158,158,134890.446445403761389553,131784.720400177706087967
814,4,4,true,12,"Returning ""Lost"" DAI",9,9,0.654205120128017235,0.654205120128017235,0,0,false,false,true,true,158,158,134890.446445403761389553,131784.720400177706087967
815,4,4,true,0,Abstain,6,1,23850.771634364301477568,0,0,0,false,false,false,false,121,121,134918.255640706423046137,111067.484006342121568569
815,4,4,true,1,Broader Market Demand-Based Solutions,6,1,322.077885872462492124,322.077885872462492124,-322.000073231346413511,0,false,false,true,false,121,121,134918.255640706423046137,111067.484006342121568569
815,4,4,true,2,Real-World Assets Vaults,6,1,15722.590483501358364575,15722.590483501358364575,0,0,false,false,false,false,121,121,134918.255640706423046137,111067.484006342121568569
815,4,4,true,3,Real-World Asset Arrangers,6,1,0.022630126846154125,0.022630126846154125,0,0,false,false,true,false,121,121,134918.255640706423046137,111067.484006342121568569
815,4,4,true,4,Core Crypto Collateral,6,1,55686.211232831306125259,55686.211232831306125259,13344.201522150940890126,0,true,true,false,false,121,121,134918.255640706423046137,111067.484006342121568569
815,4,4,true,5,Alternative Ethereum-based Crypto Collateral,6,1,0.065369138115990195,0.065369138115990195,0,0,false,false,true,false,121,121,134918.255640706423046137,111067.484006342121568569
815,4,4,true,6,Crypto Collateral from Other Chains,6,1,0.04078658715714855,0.04078658715714855,0,0,false,false,true,false,121,121,134918.255640706423046137,111067.484006342121568569
815,4,4,true,7,Traditional Financial Instruments,6,1,14023.319578508793457948,14023.319578508793457948,-14023.201448919594476615,0,false,false,true,false,121,121,134918.255640706423046137,111067.484006342121568569
815,4,4,true,8,Peg Stability Solutions,6,1,25313.156039776081835793,25313.156039776081835793,1001,0,false,false,false,false,121,121,134918.255640706423046137,111067.484006342121568569
832,2,2,true,0,Abstain,1,1,32636.387694174876774125,0,0,0,false,false,false,false,45,45,118345.944219181536573716,85709.556525006659799591
832,2,2,true,1,US Short Treasuries (100%),1,1,14359.682760965246884029,14359.682760965246884029,0,0,false,false,false,false,45,45,118345.944219181536573716,85709.556525006659799591
832,2,2,true,2,US Short Treasuries (80%) + IG Corp Bond(20%),1,1,68249.810380704101454108,68249.810380704101454108,0,0,true,true,false,false,45,45,118345.944219181536573716,85709.556525006659799591
832,2,2,true,3,Reject Options,1,1,3100.063383337311461454,3100.063383337311461454,0,0,false,false,false,false,45,45,118345.944219181536573716,85709.556525006659799591
831,3,3,true,0,Abstain,1,1,3034.716150078236358362,0,0,0,false,false,false,false,86,86,230613.976539197672443509,227579.260389119436085147
831,3,3,true,1,Approve Task Force and associated delegated authority to spend funds,1,1,51652.483946598409155617,51652.483946598409155617,0,0,false,false,false,false,86,86,230613.976539197672443509,227579.260389119436085147
831,3,3,true,2,Approve Task Force without associated delegated authority to spend funds,1,1,0.001840341340001984,0.001840341340001984,0,0,false,false,false,false,86,86,230613.976539197672443509,227579.260389119436085147
831,3,3,true,3,Reject Task Force,1,1,175926.774602179686927546,175926.774602179686927546,0,0,true,true,false,false,86,86,230613.976539197672443509,227579.260389119436085147
825,2,2,true,0,Abstain,1,1,4032.124953952737770309,0,0,0,false,false,false,false,64,64,206673.466126610096855525,202641.341172657359085216
825,2,2,true,1,Approve increased budget,1,1,71855.083302423574244545,71855.083302423574244545,0,0,false,false,false,false,64,64,206673.466126610096855525,202641.341172657359085216
825,2,2,true,2,Approve existing budget only (business as usual),1,1,109632.816310232622395446,109632.816310232622395446,0,0,true,true,false,false,64,64,206673.466126610096855525,202641.341172657359085216
825,2,2,true,3,Reject budget,1,1,21153.441560001162445225,21153.441560001162445225,0,0,false,false,false,false,64,64,206673.466126610096855525,202641.341172657359085216
830,,,true,0,Abstain,5,5,3000.158085887970230047,0,0,0,false,false,true,true,59,59,184566.359430913495814954,181566.201345025525584907
830,,,true,1,Approve existing budget only (BrandlessGrowth),5,5,53231.114708043053371922,53231.114708043053371922,-3204.154489514165338724,-3204.154489514165338724,false,false,true,true,59,59,184566.359430913495814954,181566.201345025525584907
830,,,true,2,Approve increased budget (BaseGrowth),5,5,19931.772988829026441187,19931.772988829026441187,-1378.782528763728834244,-1378.782528763728834244,false,false,true,true,59,59,184566.359430913495814954,181566.201345025525584907
830,,,true,3,Approve increased budget (BearMarket),5,5,68829.344532954072880321,68829.344532954072880321,4582.937018277894172968,4582.937018277894172968,false,false,false,false,59,59,184566.359430913495814954,181566.201345025525584907
830,,,true,4,Reject budget,5,5,39573.969115199372891477,39573.969115199372891477,0,0,false,false,true,true,59,59,184566.359430913495814954,181566.201345025525584907
735,1,1,true,0,Abstain,3,1,3000,0,0,0,false,false,true,false,12,12,81021.894920865524604324,78021.894920865524604324
735,1,1,true,1,Activate liquidations,3,1,40085.152972742817610337,40085.152972742817610337,37936.741948122706993987,0,true,true,false,false,12,12,81021.894920865524604324,78021.894920865524604324
735,1,1,true,2,Offload to a new TUSD-PSM with 0 Debt Ceiling,3,1,37936.741948122706993987,37936.741948122706993987,-37936.741948122706993987,0,false,false,true,false,12,12,81021.894920865524604324,78021.894920865524604324
735,1,1,true,3,Take no action at this time,3,1,,,,,,,,,12,12,81021.894920865524604324,78021.894920865524604324
705,2,2,true,0,Abstain,1,1,1000,0,0,0,false,false,false,false,12,12,78760.557007970349470318,77760.557007970349470318
705,2,2,true,1,25% of Real AAVEv2 DAI Supply,1,1,20210.025988813469179447,20210.025988813469179447,0,0,false,false,false,false,12,12,78760.557007970349470318,77760.557007970349470318
705,2,2,true,2,30% of Real AAVEv2 DAI Supply,1,1,57501.474245657432364997,57501.474245657432364997,0,0,true,true,false,false,12,12,78760.557007970349470318,77760.557007970349470318
705,2,2,true,3,Neither Indicated Percentage of Real AAVEv2 DAI Supply.,1,1,49.056773499447925874,49.056773499447925874,0,0,false,false,false,false,12,12,78760.557007970349470318,77760.557007970349470318
691,3,3,true,0,Abstain,4,4,,,,,,,,,12,12,75560.285447124316570144,75560.285447124316570144
691,3,3,true,1,Increase to 90 million by 0.67 million per week,4,4,34920.806575167757456928,34920.806575167757456928,84.627193150352315831,84.627193150352315831,false,false,false,false,12,12,75560.285447124316570144,75560.285447124316570144
691,3,3,true,2,Increase to 130 million by 0.67 million per week,4,4,92.326977163997066566,92.326977163997066566,-50.370419650904389957,-50.370419650904389957,false,false,true,true,12,12,75560.285447124316570144,75560.285447124316570144
691,3,3,true,3,Increase to 90 million by 1 million per week,4,4,30385.874558764720704793,30385.874558764720704793,10127.020562528393415983,10127.020562528393415983,true,true,false,false,12,12,75560.285447124316570144,75560.285447124316570144
691,3,3,true,4,Increase to 130 million by 1 million per week,4,4,10127.020562528393415983,10127.020562528393415983,-10127.020562528393415983,-10127.020562528393415983,false,false,true,true,12,12,75560.285447124316570144,75560.285447124316570144
691,3,3,true,5,No change,4,4,34.256773499447925874,34.256773499447925874,-34.256773499447925874,-34.256773499447925874,false,false,true,true,12,12,75560.285447124316570144,75560.285447124316570144
609,1,1,true,0,Abstain,1,1,9.406817049088377244,0,0,0,false,false,false,false,11,11,16040.300170337600242046,16030.893353288511864802
609,1,1,true,1,Increase Maximum Debt Ceiling to 250 million DAI (+200M),1,1,14688.271791710060501183,14688.271791710060501183,0,0,true,true,false,false,11,11,16040.300170337600242046,16030.893353288511864802
609,1,1,true,2,Increase Maximum Debt Ceiling to 150 million DAI (+100M),1,1,1325.121561578451363619,1325.121561578451363619,0,0,false,false,false,false,11,11,16040.300170337600242046,16030.893353288511864802
609,1,1,true,3,Increase Maximum Debt Ceiling to 100 million DAI (+50M),1,1,17.5,17.5,0,0,false,false,false,false,11,11,16040.300170337600242046,16030.893353288511864802
609,1,1,true,4,Keep Maximum Debt Ceiling set to 50 million DAI (+0),1,1,,,,,,,,,11,11,16040.300170337600242046,16030.893353288511864802
574,1,1,true,0,Abstain,1,1,747.25083835253156043,0,0,0,false,false,false,false,27,27,31988.311080577647324728,31241.060242225115764298
574,1,1,true,1,"Decrease LR to 101%, SF to 0.5%",1,1,30868.210129545413124571,30868.210129545413124571,0,0,true,true,false,false,27,27,31988.311080577647324728,31241.060242225115764298
574,1,1,true,2,"Decrease LR to 102%, SF to 0.5%",1,1,372.850112679702639727,372.850112679702639727,0,0,false,false,false,false,27,27,31988.311080577647324728,31241.060242225115764298
574,1,1,true,3,"No change (105% LR, 1.0% SF)",1,1,0,0,0,0,false,false,false,false,27,27,31988.311080577647324728,31241.060242225115764298
510,3,3,true,0,Abstain,1,1,,,,,,,,,22,22,12385.649821082924157484,12385.649821082924157484
510,3,3,true,1,30 million DAI (no change),1,1,209.596575140369684523,209.596575140369684523,0,0,false,false,false,false,22,22,12385.649821082924157484,12385.649821082924157484
510,3,3,true,2,60 million DAI (+30M) - 0% MKR Burn,1,1,822.373975019040817979,822.373975019040817979,0,0,false,false,false,false,22,22,12385.649821082924157484,12385.649821082924157484
510,3,3,true,3,60 million DAI (+30M) - 25% MKR Burn,1,1,11353.679270923513654982,11353.679270923513654982,0,0,true,true,false,false,22,22,12385.649821082924157484,12385.649821082924157484
501,3,3,true,0,Abstain,1,1,1272.926340532575711546,0,0,0,false,false,false,false,23,23,10373.709954070002798778,9100.783613537427087232
501,3,3,true,1,"2,000 DAI (no change)",1,1,6.267011821052441941,6.267011821052441941,0,0,false,false,false,false,23,23,10373.709954070002798778,9100.783613537427087232
501,3,3,true,2,"10,000 DAI (+ 8,000)",1,1,952.000270442549896062,952.000270442549896062,0,0,false,false,false,false,23,23,10373.709954070002798778,9100.783613537427087232
501,3,3,true,3,"15,000 DAI (+ 13,000)",1,1,8142.516331273824749229,8142.516331273824749229,0,0,true,true,false,false,23,23,10373.709954070002798778,9100.783613537427087232
502,3,3,true,0,Abstain,1,1,1248.323124692032483232,0,0,0,false,false,false,false,25,25,10373.735114070002798778,9125.411989377970315546
502,3,3,true,1,"10,000 DAI (no change)",1,1,719.779991219028374418,719.779991219028374418,0,0,false,false,false,false,25,25,10373.735114070002798778,9125.411989377970315546
502,3,3,true,2,"20,000 DAI (+ 10,000)",1,1,269.150661725117191899,269.150661725117191899,0,0,false,false,false,false,25,25,10373.735114070002798778,9125.411989377970315546
502,3,3,true,3,"30,000 DAI (+ 20,000)",1,1,8136.481336433824749229,8136.481336433824749229,0,0,true,true,false,false,25,25,10373.735114070002798778,9125.411989377970315546
497,3,3,true,0,Abstain,1,1,0.09215914,0,0,0,false,false,false,false,22,22,11980.52560530409501108,11980.43344616409501108
497,3,3,true,1,2.5 billion DAI (no change),1,1,242.575663044573963585,242.575663044573963585,0,0,false,false,false,false,22,22,11980.52560530409501108,11980.43344616409501108
497,3,3,true,2,10 billion DAI (+7.5B),1,1,4635.854645727180039156,4635.854645727180039156,0,0,false,false,false,false,22,22,11980.52560530409501108,11980.43344616409501108
497,3,3,true,3,15 billion DAI (+12.5B),1,1,7102.003137392341008339,7102.003137392341008339,0,0,true,true,false,false,22,22,11980.52560530409501108,11980.43344616409501108
498,3,3,true,0,Abstain,1,1,0.09215914,0,0,0,false,false,false,false,21,21,11978.035141909992161453,11977.942982769992161453
498,3,3,true,1,350 million DAI (no change),1,1,,,,,,,,,21,21,11978.035141909992161453,11977.942982769992161453
498,3,3,true,2,500 million DAI (+150 MM),1,1,1293.51985548724869004,1293.51985548724869004,0,0,false,false,false,false,21,21,11978.035141909992161453,11977.942982769992161453
498,3,3,true,3,750 million DAI (+400 MM),1,1,10684.423127282743471413,10684.423127282743471413,0,0,true,true,false,false,21,21,11978.035141909992161453,11977.942982769992161453
463,3,3,true,0,Abstain,1,1,0.5,0,0,0,false,false,false,false,18,18,33097.136211065984058508,33096.636211065984058508
463,3,3,true,1,10 million DAI (no change),1,1,101.018311057652217608,101.018311057652217608,0,0,false,false,false,false,18,18,33097.136211065984058508,33096.636211065984058508
463,3,3,true,2,20 million DAI (+10M),1,1,7905.196473346981457296,7905.196473346981457296,0,0,false,false,false,false,18,18,33097.136211065984058508,33096.636211065984058508
463,3,3,true,3,30 million DAI (+20M),1,1,25090.421426661350383604,25090.421426661350383604,0,0,true,true,false,false,18,18,33097.136211065984058508,33096.636211065984058508
465,3,3,true,0,Abstain,1,1,,,,,,,,,18,18,33097.136211065984058508,33097.136211065984058508
465,3,3,true,1,1.5 billion DAI (no change),1,1,8.776635767652217608,8.776635767652217608,0,0,false,false,false,false,18,18,33097.136211065984058508,33097.136211065984058508
465,3,3,true,2,2 billion DAI (+500M),1,1,786.214067332561795759,786.214067332561795759,0,0,false,false,false,false,18,18,33097.136211065984058508,33097.136211065984058508
